time_s,T_fault_Nm,T_fault_over_T_nom_percent,omega_m_rad_per_s,abs_i_s_peak_A
8.617723544708942585e-02,5.459357063960491585e-01,4.174823778273881181e-01,1.231504320207198901e+02,5.234327292286359956e+00
8.621724344868975098e-02,5.171535207278556978e-01,3.954723587517907646e-01,1.231504320207198901e+02,5.026018629325464282e+00
8.625725145029007612e-02,4.883314637333813213e-01,3.734318496827602751e-01,1.231504320207198901e+02,4.821037717200084671e+00
8.629725945189038738e-02,4.594762397003092635e-01,3.513659774547039372e-01,1.231504320207198901e+02,4.619775827280485636e+00
8.633726745349071252e-02,4.305945244711193998e-01,3.292798471497033197e-01,1.231504320207198901e+02,4.422684143110268806e+00
8.637727545509102378e-02,4.016929641361084435e-01,3.071785410980547026e-01,1.231504320207198901e+02,4.230283800021021001e+00
8.641728345669134892e-02,3.727781737397555806e-01,2.850671178890134549e-01,1.231504320207198901e+02,4.043177207090732139e+00
8.645729145829167406e-02,3.438567360006477003e-01,2.629506113919090060e-01,1.231504320207198901e+02,3.862060470995634986e+00
8.649729945989198532e-02,3.149352000451708378e-01,2.408340297877859804e-01,1.231504320207198901e+02,3.687736459965466729e+00
8.653730746149231046e-02,2.860200801551747163e-01,2.187223546117309514e-01,1.231504320207198901e+02,3.521127600639113453e+00
8.657731546309263559e-02,2.571178545298069551e-01,1.966205398060351106e-01,1.231504320207198901e+02,3.363286839835260889e+00
8.661732346469294685e-02,2.282349640617166164e-01,1.745335107843451194e-01,1.231504320207198901e+02,3.215404295472085838e+00
8.665733146629327199e-02,1.993778111278157461e-01,1.524661635069465837e-01,1.231504320207198901e+02,3.078806000266955945e+00
8.669733946789359713e-02,1.705527583947896997e-01,1.304233635673259506e-01,1.231504320207198901e+02,2.954939986623647652e+00
8.673734746949390839e-02,1.417661276395367487e-01,1.084099452901494953e-01,1.231504320207198901e+02,2.845344194403997218e+00
8.677735547109423353e-02,1.130241985847183078e-01,8.643071084079689825e-02,1.231504320207198901e+02,2.751591041594872777e+00
8.681736347269454479e-02,8.433320774959333910e-02,6.449042934658309745e-02,1.231504320207198901e+02,2.675205937765310793e+00
8.685737147429486993e-02,5.569934731630953040e-02,4.259383602980018613e-02,1.231504320207198901e+02,2.617562286091006385e+00
8.689737947589519507e-02,2.712876401181527758e-02,2.074563135270442518e-02,1.231504320207198901e+02,2.579763319511341635e+00
8.693738747749550633e-02,-1.372441994442992648e-03,-1.049519825425307808e-03,1.231504320207198901e+02,2.562529289003063315e+00
8.697739547909583147e-02,-2.979821817688224281e-02,-2.278698907903878301e-02,1.231504320207198901e+02,2.566113138625111034e+00
8.701740348069615660e-02,-5.814256072404751230e-02,-4.446218523475628515e-02,1.231504320207198901e+02,2.590265035853890119e+00
8.705741148229646786e-02,-8.639951559263230052e-02,-6.607055517738830153e-02,1.231504320207198901e+02,2.634255231456045010e+00
8.709741948389679300e-02,-1.145631795451090701e-01,-8.760758464342176255e-02,1.231504320207198901e+02,2.696949618700418938e+00
8.713742748549711814e-02,-1.426277011708278475e-01,-1.090687990018640585e-01,1.231504320207198901e+02,2.776919693422502888e+00
8.717743548709742940e-02,-1.705872818904496380e-01,-1.304497640223432064e-01,1.231504320207198901e+02,2.872563463427222352e+00
8.721744348869775454e-02,-1.984361769435807055e-01,-1.517460866303613765e-01,1.231504320207198901e+02,2.982216792912271153e+00
8.725745149029806580e-02,-2.261686963594793653e-01,-1.729534156496038422e-01,1.231504320207198901e+02,3.104242421021777609e+00
8.729745949189839094e-02,-2.537792059107153997e-01,-1.940674425312118589e-01,1.231504320207198901e+02,3.237092241036442886e+00
8.733746749349871608e-02,-2.812621280496589438e-01,-2.150839020699245874e-01,1.231504320207198901e+02,3.379344584476413615e+00
8.737747549509902734e-02,-3.086119428276880572e-01,-2.359985731070063653e-01,1.231504320207198901e+02,3.529721457331087109e+00
8.741748349669935247e-02,-3.358231887970042351e-01,-2.568072792198737853e-01,1.231504320207198901e+02,3.687091489390460275e+00
8.745749149829967761e-02,-3.628904638949470574e-01,-2.775058893983396446e-01,1.231504320207198901e+02,3.850463767169673091e+00
8.749749949989998887e-02,-3.898084263107115532e-01,-2.980903187074003813e-01,1.231504320207198901e+02,4.018976566145712859e+00
8.753750750150031401e-02,-4.165717953343671676e-01,-3.185565289364891695e-01,1.231504320207198901e+02,4.191883798137132189e+00
8.757751550310063915e-02,-4.431753521880890112e-01,-3.389005292351262577e-01,1.231504320207198901e+02,4.368540984331499288e+00
8.761752350470095041e-02,-4.696139408395096360e-01,-3.591183767348976597e-01,1.231504320207198901e+02,4.548391817629197753e+00
8.765753150630127555e-02,-4.958824687971111755e-01,-3.792061771576986096e-01,1.231504320207198901e+02,4.730955867535878490e+00
8.769753950790158681e-02,-5.219759078875763070e-01,-3.991600854101821083e-01,1.231504320207198901e+02,4.915817654992472363e+00
8.773754750950191195e-02,-5.478892950150232588e-01,-4.189763061643527187e-01,1.231504320207198901e+02,5.102617130017866209e+00
8.777755551110223708e-02,-5.736177329020526461e-01,-4.386510944242528742e-01,1.231504320207198901e+02,5.291041478045309887e+00
8.781756351270254835e-02,-5.991563908125452365e-01,-4.581807560786931854e-01,1.231504320207198901e+02,5.480818129132859262e+00
8.785757151430287348e-02,-6.245005052561396486e-01,-4.775616484399732853e-01,1.231504320207198901e+02,5.671708825712014956e+00
8.789757951590319862e-02,-6.496453806743409665e-01,-4.967901807685560223e-01,1.231504320207198901e+02,5.863504604786172969e+00
8.793758751750350988e-02,-6.745863901081998737e-01,-5.158628147836483713e-01,1.231504320207198901e+02,6.056021560477499399e+00
8.797759551910383502e-02,-6.993189758475193418e-01,-5.347760651596555892e-01,1.231504320207198901e+02,6.249097267122272648e+00
8.801760352070414628e-02,-7.238386500615383579e-01,-5.535265000084718112e-01,1.231504320207198901e+02,6.442587758613427695e+00
8.805761152230447142e-02,-7.481409954110559424e-01,-5.721107413475767789e-01,1.231504320207198901e+02,6.636364974700741826e+00
8.809761952390479656e-02,-7.722216656419581549e-01,-5.905254655539123876e-01,1.231504320207198901e+02,6.830314598661968439e+00
8.813762752550510782e-02,-7.960763861601134472e-01,-6.087674038035101320e-01,1.231504320207198901e+02,7.024334222830871610e+00
8.817763552710543296e-02,-8.197009545876162706e-01,-6.268333424968565160e-01,1.231504320207198901e+02,7.218331788866867882e+00
8.821764352870575809e-02,-8.430912413003411876e-01,-6.447201236699653393e-01,1.231504320207198901e+02,7.412224258475101024e+00
8.825765153030606935e-02,-8.662431899468052698e-01,-6.624246453911577515e-01,1.231504320207198901e+02,7.605936477699812848e+00
8.829765953190639449e-02,-8.891528179483113581e-01,-6.799438621435260899e-01,1.231504320207198901e+02,7.799400204101233136e+00
8.833766753350671963e-02,-9.118162169803640804e-01,-6.972747851930772844e-01,1.231504320207198901e+02,7.992553271268467263e+00
8.837767553510703089e-02,-9.342295534353538544e-01,-7.144144829425523868e-01,1.231504320207198901e+02,8.185338869383002702e+00
8.841768353670735603e-02,-9.563890688665043216e-01,-7.313600812709167842e-01,1.231504320207198901e+02,8.377704924075464632e+00
8.845769153830766729e-02,-9.782910804130853233e-01,-7.481087638585258714e-01,1.231504320207198901e+02,8.569603558737378890e+00
8.849769953990799243e-02,-9.999319812068961921e-01,-7.646577724979654045e-01,1.231504320207198901e+02,8.760990627865693270e+00
8.853770754150831757e-02,-1.021308240760027797e+00,-7.810044073905780815e-01,1.231504320207198901e+02,8.951825311018872355e+00
8.857771554310862883e-02,-1.042416405333921103e+00,-7.971460274286855663e-01,1.231504320207198901e+02,9.142069758623142306e+00
8.861772354470895396e-02,-1.063253098289733911e+00,-8.130800504635175008e-01,1.231504320207198901e+02,9.331688782245684877e+00
8.865773154630927910e-02,-1.083815020420041630e+00,-8.288039535588666018e-01,1.231504320207198901e+02,9.520649583098666824e+00
8.869773954790959036e-02,-1.104098950261895640e+00,-8.443152732304872732e-01,1.231504320207198901e+02,9.708921513494040312e+00
8.873774754950991550e-02,-1.124101744391268198e+00,-8.596116056712602704e-01,1.231504320207198901e+02,9.896475866767833196e+00
8.877775555111024064e-02,-1.143820337698921108e+00,-8.746906069621523949e-01,1.231504320207198901e+02,1.008328569186139489e+01
8.881776355271055190e-02,-1.163251743647728986e+00,-8.895499932689943101e-01,1.231504320207198901e+02,1.026932562930808679e+01
8.885777155431087704e-02,-1.182393054511502672e+00,-9.041875410251111189e-01,1.231504320207198901e+02,1.045457176584588055e+01
8.889777955591118830e-02,-1.201241441595356951e+00,-9.186010870998387867e-01,1.231504320207198901e+02,1.063900150527403099e+01
8.893778755751151344e-02,-1.219794155437670558e+00,-9.327885289529667112e-01,1.231504320207198901e+02,1.082259345350808033e+01
8.897779555911183857e-02,-1.238048525993691973e+00,-9.467478247751408560e-01,1.231504320207198901e+02,1.100532731607202308e+01
8.901780356071214984e-02,-1.256001962800844085e+00,-9.604769936142754094e-01,1.231504320207198901e+02,1.118718380650803645e+01
8.905781156231247497e-02,-1.273651955125791435e+00,-9.739741154880161567e-01,1.231504320207198901e+02,1.136814456438963816e+01
8.909781956391280011e-02,-1.290996072093332447e+00,-9.872373314823048585e-01,1.231504320207198901e+02,1.154819208179948475e+01
8.913782756551311137e-02,-1.308031962797184589e+00,-1.000264843836098594e+00,1.231504320207198901e+02,1.172730963728258402e+01
8.917783556711343651e-02,-1.324757356392726182e+00,-1.013054916012290363e+00,1.231504320207198901e+02,1.190548123641408651e+01
8.921784356871376165e-02,-1.341170062171781030e+00,-1.025605872754896897e+00,1.231504320207198901e+02,1.208269155823086649e+01
8.925785157031407291e-02,-1.357267969619517789e+00,-1.037916100132570740e+00,1.231504320207198901e+02,1.225892590687078965e+01
8.929785957191439805e-02,-1.373049048453540477e+00,-1.049984045568493229e+00,1.231504320207198901e+02,1.243417016784516882e+01
8.933786757351470931e-02,-1.388511348645262711e+00,-1.061808217856718750e+00,1.231504320207198901e+02,1.260841076844038788e+01
8.937787557511503445e-02,-1.403653000423652930e+00,-1.073387187165040224e+00,1.231504320207198901e+02,1.278163464180583375e+01
8.941788357671535958e-02,-1.418472214261438324e+00,-1.084719585024437771e+00,1.231504320207198901e+02,1.295382919433796332e+01
8.945789157831567084e-02,-1.432967280843862490e+00,-1.095804104305187376e+00,1.231504320207198901e+02,1.312498227601649958e+01
8.949789957991599598e-02,-1.447136571020103180e+00,-1.106639499179711050e+00,1.231504320207198901e+02,1.329508215338871047e+01
8.953790758151632112e-02,-1.460978535737436967e+00,-1.117224585072230214e+00,1.231504320207198901e+02,1.346411748493262728e+01
8.957791558311663238e-02,-1.474491705958272725e+00,-1.127558238595321338e+00,1.231504320207198901e+02,1.363207729856055117e+01
8.961792358471695752e-02,-1.487674692560150724e+00,-1.137639397473443781e+00,1.231504320207198901e+02,1.379895097105101343e+01
8.965793158631728266e-02,-1.500526186218816838e+00,-1.147467060453526200e+00,1.231504320207198901e+02,1.396472820922053160e+01
8.969793958791759392e-02,-1.513044957274496394e+00,-1.157040287202703688e+00,1.231504320207198901e+02,1.412939903266738639e+01
8.973794758951791906e-02,-1.525229855581477389e+00,-1.166358198193294005e+00,1.231504320207198901e+02,1.429295375793743794e+01
8.977795559111823032e-02,-1.537079810341124730e+00,-1.175419974575100168e+00,1.231504320207198901e+02,1.445538298397815602e+01
8.981796359271855545e-02,-1.548593829918447629e+00,-1.184224858035140437e+00,1.231504320207198901e+02,1.461667757876101881e+01
8.985797159431888059e-02,-1.559771001642351607e+00,-1.192772150644895612e+00,1.231504320207198901e+02,1.477682866696489405e+01
8.989797959591919185e-02,-1.570610491589698565e+00,-1.201061214695180901e+00,1.231504320207198901e+02,1.493582761862406905e+01
8.993798759751951699e-02,-1.581111544353309695e+00,-1.209091472518732724e+00,1.231504320207198901e+02,1.509366603865430889e+01
8.997799559911984213e-02,-1.591273482794044014e+00,-1.216862406300623256e+00,1.231504320207198901e+02,1.525033575717906409e+01
9.001800360072015339e-02,-1.601095707777096422e+00,-1.224373557876603069e+00,1.231504320207198901e+02,1.540582882058560088e+01
9.005801160232047853e-02,-1.610577697892644267e+00,-1.231624528519477346e+00,1.231504320207198901e+02,1.556013748324778234e+01
9.009801960392078979e-02,-1.619719009160997203e+00,-1.238614978713632242e+00,1.231504320207198901e+02,1.571325419985824468e+01
9.013802760552111493e-02,-1.628519274722390664e+00,-1.245344627917814639e+00,1.231504320207198901e+02,1.586517161831832823e+01
9.017803560712144006e-02,-1.636978204511565504e+00,-1.251813254316282542e+00,1.231504320207198901e+02,1.601588257313885677e+01
9.021804360872175133e-02,-1.645095584917300569e+00,-1.258020694558444008e+00,1.231504320207198901e+02,1.616538007930941134e+01
9.025805161032207646e-02,-1.652871278427032742e+00,-1.263966843487096536e+00,1.231504320207198901e+02,1.631365732659752865e+01
9.029805961192240160e-02,-1.660305223256731466e+00,-1.269651653855386808e+00,1.231504320207198901e+02,1.646070767424284753e+01
9.033806761352271286e-02,-1.667397432966186255e+00,-1.275075136032619350e+00,1.231504320207198901e+02,1.660652464601440315e+01
9.037807561512303800e-02,-1.674147996059860866e+00,-1.280237357699022915e+00,1.231504320207198901e+02,1.675110192560212141e+01
9.041808361672336314e-02,-1.680557075573484660e+00,-1.285138443529615815e+00,1.231504320207198901e+02,1.689443335231604948e+01
9.045809161832367440e-02,-1.686624908646536358e+00,-1.289778574867278538e+00,1.231504320207198901e+02,1.703651291706933790e+01
9.049809961992399954e-02,-1.692351806080802490e+00,-1.294157989385178675e+00,1.231504320207198901e+02,1.717733475862289438e+01
9.053810762152431080e-02,-1.697738151885159752e+00,-1.298276980738663156e+00,1.231504320207198901e+02,1.731689316007168244e+01
9.057811562312463594e-02,-1.702784402806778008e+00,-1.302135898206762343e+00,1.231504320207198901e+02,1.745518254555425131e+01
9.061812362472496107e-02,-1.707491087848889588e+00,-1.305735146323425910e+00,1.231504320207198901e+02,1.759219747716861804e+01
9.065813162632527233e-02,-1.711858807775324287e+00,-1.309075184498633915e+00,1.231504320207198901e+02,1.772793265207916136e+01
9.069813962792559747e-02,-1.715888234601972817e+00,-1.312156526629515652e+00,1.231504320207198901e+02,1.786238289980024163e+01
9.073814762952592261e-02,-1.719580111075368789e+00,-1.314979740701613942e+00,1.231504320207198901e+02,1.799554317964368622e+01
9.077815563112623387e-02,-1.722935250138557972e+00,-1.317545448380432971e+00,1.231504320207198901e+02,1.812740857831807162e+01
9.081816363272655901e-02,-1.725954534384452677e+00,-1.319854324593410455e+00,1.231504320207198901e+02,1.825797430766886364e+01
9.085817163432688415e-02,-1.728638915496844009e+00,-1.321907097102455797e+00,1.231504320207198901e+02,1.838723570254931516e+01
9.089817963592719541e-02,-1.730989413679265843e+00,-1.323704546067196119e+00,1.231504320207198901e+02,1.851518821881277077e+01
9.093818763752752055e-02,-1.733007117071896586e+00,-1.325247503599075838e+00,1.231504320207198901e+02,1.864182743141776655e+01
9.097819563912783181e-02,-1.734693181156690578e+00,-1.326536853306454322e+00,1.231504320207198901e+02,1.876714903263806988e+01
9.101820364072815694e-02,-1.736048828150923873e+00,-1.327573529830844423e+00,1.231504320207198901e+02,1.889114883037024839e+01
9.105821164232848208e-02,-1.737075346389359343e+00,-1.328358518374448183e+00,1.231504320207198901e+02,1.901382274653206395e+01
9.109821964392879334e-02,-1.737774089695214741e+00,-1.328892854219130726e+00,1.231504320207198901e+02,1.913516681554539645e+01
9.113822764552911848e-02,-1.738146476740137780e+00,-1.329177622236985545e+00,1.231504320207198901e+02,1.925517718289793478e+01
9.117823564712944362e-02,-1.738193990393377408e+00,-1.329213956392640616e+00,1.231504320207198901e+02,1.937385010377825267e+01
9.121824364872975488e-02,-1.737918177060357561e+00,-1.329003039237457884e+00,1.231504320207198901e+02,1.949118194177928132e+01
9.125825165033008002e-02,-1.737320646010852343e+00,-1.328546101395784218e+00,1.231504320207198901e+02,1.960716916766564211e+01
9.129825965193040516e-02,-1.736403068696957153e+00,-1.327844421043395728e+00,1.231504320207198901e+02,1.972180835820044820e+01
9.133826765353071642e-02,-1.735167178061066018e+00,-1.326899323378301743e+00,1.231504320207198901e+02,1.983509619502772736e+01
9.137827565513104155e-02,-1.733614767834055437e+00,-1.325712180084058778e+00,1.231504320207198901e+02,1.994702946360667539e+01
9.141828365673135282e-02,-1.731747691823880331e+00,-1.324284408785753264e+00,1.231504320207198901e+02,2.005760505219435075e+01
9.145829165833167795e-02,-1.729567863194781063e+00,-1.322617472498804458e+00,1.231504320207198901e+02,2.016681995087363788e+01
9.149829965993200309e-02,-1.727077253737324236e+00,-1.320712879070756740e+00,1.231504320207198901e+02,2.027467125062347719e+01
9.153830766153231435e-02,-1.724277893129463557e+00,-1.318572180616206291e+00,1.231504320207198901e+02,2.038115614242857987e+01
9.157831566313263949e-02,-1.721171868188847487e+00,-1.316196972945032684e+00,1.231504320207198901e+02,2.048627191642611578e+01
9.161832366473296463e-02,-1.717761322116571066e+00,-1.313588894984088817e+00,1.231504320207198901e+02,2.059001596108689469e+01
9.165833166633327589e-02,-1.714048453732589961e+00,-1.310749628192515281e+00,1.231504320207198901e+02,2.069238576242883099e+01
9.169833966793360103e-02,-1.710035516702997915e+00,-1.307680895970830592e+00,1.231504320207198901e+02,2.079337890326062421e+01
9.173834766953392617e-02,-1.705724818759392303e+00,-1.304384463063973598e+00,1.231504320207198901e+02,2.089299306245363752e+01
9.177835567113423743e-02,-1.701118720910522075e+00,-1.300862134958442384e+00,1.231504320207198901e+02,2.099122601424018342e+01
9.181836367273456256e-02,-1.696219636646451479e+00,-1.297115757273709535e+00,1.231504320207198901e+02,2.108807562753655773e+01
9.185837167433487382e-02,-1.691030031135434930e+00,-1.293147215148066520e+00,1.231504320207198901e+02,2.118353986528909516e+01
9.189837967593519896e-02,-1.685552420413722219e+00,-1.288958432619058625e+00,1.231504320207198901e+02,2.127761678384188926e+01
9.193838767753552410e-02,-1.679789370568514961e+00,-1.284551371998683189e+00,1.231504320207198901e+02,2.137030453232468119e+01
9.197839567913583536e-02,-1.673743496914279039e+00,-1.279928033243508789e+00,1.231504320207198901e+02,2.146160135205968089e+01
9.201840368073616050e-02,-1.667417463162630620e+00,-1.275090453319878359e+00,1.231504320207198901e+02,2.155150557598600258e+01
9.205841168233648564e-02,-1.660813980586014038e+00,-1.270040705564365879e+00,1.231504320207198901e+02,2.164001562810066304e+01
9.209841968393679690e-02,-1.653935807175383577e+00,-1.264780899039646744e+00,1.231504320207198901e+02,2.172713002291496664e+01
9.213842768553712204e-02,-1.646785746792101879e+00,-1.259313177885946766e+00,1.231504320207198901e+02,2.181284736492537135e+01
9.217843568713743330e-02,-1.639366648314280361e+00,-1.253639720668239921e+00,1.231504320207198901e+02,2.189716634809776963e+01
9.221844368873775843e-02,-1.631681404777762578e+00,-1.247762739719350700e+00,1.231504320207198901e+02,2.198008575536437803e+01
9.225845169033808357e-02,-1.623732952511980798e+00,-1.241684480479133823e+00,1.231504320207198901e+02,2.206160445813235782e+01
9.229845969193839483e-02,-1.615524270270888740e+00,-1.235407220829891406e+00,1.231504320207198901e+02,2.214172141580338149e+01
9.233846769353871997e-02,-1.607058378359197182e+00,-1.228933270428195890e+00,1.231504320207198901e+02,2.222043567530344177e+01
9.237847569513904511e-02,-1.598338337754120264e+00,-1.222264970033281051e+00,1.231504320207198901e+02,2.229774637062213571e+01
9.241848369673935637e-02,-1.589367249222847001e+00,-1.215404690832163848e+00,1.231504320207198901e+02,2.237365272236081992e+01
9.245849169833968151e-02,-1.580148252435964684e+00,-1.208354833761671188e+00,1.231504320207198901e+02,2.244815403728906489e+01
9.249849969994000665e-02,-1.570684525077027160e+00,-1.201117828827516609e+00,1.231504320207198901e+02,2.252124970790866598e+01
9.253850770154031791e-02,-1.560979281948510211e+00,-1.193696134420617394e+00,1.231504320207198901e+02,2.259293921202491262e+01
9.257851570314064305e-02,-1.551035774074343454e+00,-1.186092236630790442e+00,1.231504320207198901e+02,2.266322211232435890e+01
9.261852370474095431e-02,-1.540857287799248132e+00,-1.178308648558008098e+00,1.231504320207198901e+02,2.273209805595874045e+01
9.265853170634127944e-02,-1.530447143885087069e+00,-1.170347909621367810e+00,1.231504320207198901e+02,2.279956677413462884e+01
9.269853970794160458e-02,-1.519808696604442622e+00,-1.162212584865941922e+00,1.231504320207198901e+02,2.286562808170822336e+01
9.273854770954191584e-02,-1.508945332831633568e+00,-1.153905264267669484e+00,1.231504320207198901e+02,2.293028187678505958e+01
9.277855571114224098e-02,-1.497860471131383431e+00,-1.145428562036453046e+00,1.231504320207198901e+02,2.299352814032412340e+01
9.281856371274256612e-02,-1.486557560845352732e+00,-1.136785115917619216e+00,1.231504320207198901e+02,2.305536693574611107e+01
9.285857171434287738e-02,-1.475040081176742790e+00,-1.127977586491907713e+00,1.231504320207198901e+02,2.311579840854537693e+01
9.289857971594320252e-02,-1.463311540273183553e+00,-1.119008656474145491e+00,1.231504320207198901e+02,2.317482278590540545e+01
9.293858771754352766e-02,-1.451375474308115532e+00,-1.109881030010771985e+00,1.231504320207198901e+02,2.323244037631733860e+01
9.297859571914383892e-02,-1.439235446560869658e+00,-1.100597431976365392e+00,1.231504320207198901e+02,2.328865156920141644e+01
9.301860372074416405e-02,-1.426895046495656683e+00,-1.091160607269338501e+00,1.231504320207198901e+02,2.334345683453095788e+01
9.305861172234447531e-02,-1.414357888839677058e+00,-1.081573320106959502e+00,1.231504320207198901e+02,2.339685672245875736e+01
9.309861972394480045e-02,-1.401627612660542033e+00,-1.071838353319846338e+00,1.231504320207198901e+02,2.344885186294543900e+01
9.313862772554512559e-02,-1.388707880443231790e+00,-1.061958507646108885e+00,1.231504320207198901e+02,2.349944296538982869e+01
9.317863572714543685e-02,-1.375602377166775803e+00,-1.051936601025276419e+00,1.231504320207198901e+02,2.354863081826089655e+01
9.321864372874576199e-02,-1.362314809380871461e+00,-1.041775467892178675e+00,1.231504320207198901e+02,2.359641628873117014e+01
9.325865173034608713e-02,-1.348848904282636152e+00,-1.031477958470930378e+00,1.231504320207198901e+02,2.364280032231147288e+01
9.329865973194639839e-02,-1.335208408793694623e+00,-1.021046938069169352e+00,1.231504320207198901e+02,2.368778394248667141e+01
9.333866773354672353e-02,-1.321397088637804362e+00,-1.010485286372708291e+00,1.231504320207198901e+02,2.373136825035243902e+01
9.337867573514704866e-02,-1.307418727419213722e+00,-9.997958967407470920e-01,1.231504320207198901e+02,2.377355442425272258e+01
9.341868373674735992e-02,-1.293277125701952635e+00,-9.889816755017958316e-01,1.231504320207198901e+02,2.381434371941786665e+01
9.345869173834768506e-02,-1.278976100090249979e+00,-9.780455412504618362e-01,1.231504320207198901e+02,2.385373746760321012e+01
9.349869973994799632e-02,-1.264519482310276111e+00,-9.669904241452494942e-01,1.231504320207198901e+02,2.389173707672802038e+01
9.353870774154832146e-02,-1.249911118293399515e+00,-9.558192652075166995e-01,1.231504320207198901e+02,2.392834403051469749e+01
9.357871574314864660e-02,-1.235154867261152756e+00,-9.445350156217400261e-01,1.231504320207198901e+02,2.396355988812801030e+01
9.361872374474895786e-02,-1.220254600812098023e+00,-9.331406360372321851e-01,1.231504320207198901e+02,2.399738628381441785e+01
9.365873174634928300e-02,-1.205214202010780999e+00,-9.216390958714552051e-01,1.231504320207198901e+02,2.402982492654124513e+01
9.369873974794960814e-02,-1.190037564478961141e+00,-9.100333726150757752e-01,1.231504320207198901e+02,2.406087759963564210e+01
9.373874774954991940e-02,-1.174728591489305751e+00,-8.983264511389046358e-01,1.231504320207198901e+02,2.409054616042329044e+01
9.377875575115024454e-02,-1.159291195061732171e+00,-8.865213230028599067e-01,1.231504320207198901e+02,2.411883253986672671e+01
9.381876375275056967e-02,-1.143729295062580364e+00,-8.746209857670960153e-01,1.231504320207198901e+02,2.414573874220319283e+01
9.385877175435088093e-02,-1.128046818306799759e+00,-8.626284423054373374e-01,1.231504320207198901e+02,2.417126684458195740e+01
9.389877975595120607e-02,-1.112247697663329760e+00,-8.505467001212528855e-01,1.231504320207198901e+02,2.419541899670107199e+01
9.393878775755151733e-02,-1.096335871163851339e+00,-8.383787706659114880e-01,1.231504320207198901e+02,2.421819742044341695e+01
9.397879575915184247e-02,-1.080315281115089121e+00,-8.261276686599493546e-01,1.231504320207198901e+02,2.423960440951205797e+01
9.401880376075216761e-02,-1.064189873214835824e+00,-8.137964114170854746e-01,1.231504320207198901e+02,2.425964232906479268e+01
9.405881176235247887e-02,-1.047963595671874915e+00,-8.013880181712181860e-01,1.231504320207198901e+02,2.427831361534787646e+01
9.409881976395280401e-02,-1.031640398329974451e+00,-7.889055094065348106e-01,1.231504320207198901e+02,2.429562077532888509e+01
9.413882776555312915e-02,-1.015224231796117316e+00,-7.763519061908601415e-01,1.231504320207198901e+02,2.431156638632859313e+01
9.417883576715344041e-02,-9.987190465731402567e-01,-7.637302295123774565e-01,1.231504320207198901e+02,2.432615309565193940e+01
9.421884376875376554e-02,-9.821287921969472645e-01,-7.510434996198475099e-01,1.231504320207198901e+02,2.433938362021795854e+01
9.425885177035409068e-02,-9.654574163784583885e-01,-7.382947353664471857e-01,1.231504320207198901e+02,2.435126074618865744e+01
9.429885977195440194e-02,-9.487088641504618503e-01,-7.254869535573605921e-01,1.231504320207198901e+02,2.436178732859683294e+01
9.433886777355472708e-02,-9.318870770195261111e-01,-7.126231683012363982e-01,1.231504320207198901e+02,2.437096629097279887e+01
9.437887577515503834e-02,-9.149959921231304305e-01,-6.997063903656385309e-01,1.231504320207198901e+02,2.437880062496991584e+01
9.441888377675536348e-02,-8.980395413921733461e-01,-6.867396265366073616e-01,1.231504320207198901e+02,2.438529338998905871e+01
9.445889177835568862e-02,-8.810216507190105073e-01,-6.737258789824502880e-01,1.231504320207198901e+02,2.439044771280180157e+01
9.449889977995599988e-02,-8.639462391311784062e-01,-6.606681446218807263e-01,1.231504320207198901e+02,2.439426678717251917e+01
9.453890778155632502e-02,-8.468172179709499980e-01,-6.475694144966156474e-01,1.231504320207198901e+02,2.439675387347917379e+01
9.457891578315665015e-02,-8.296384900808729812e-01,-6.344326731485488979e-01,1.231504320207198901e+02,2.439791229833291553e+01
9.461892378475696141e-02,-8.124139489954398385e-01,-6.212608980016134375e-01,1.231504320207198901e+02,2.439774545419647467e+01
9.465893178635728655e-02,-7.951474781390268642e-01,-6.080570587484372957e-01,1.231504320207198901e+02,2.439625679900122179e+01
9.469893978795759781e-02,-7.778429500302543875e-01,-5.948241167419103803e-01,1.231504320207198901e+02,2.439344985576308034e+01
9.473894778955792295e-02,-7.605042254928980894e-01,-5.815650243917603879e-01,1.231504320207198901e+02,2.438932821219705360e+01
9.477895579115824809e-02,-7.431351528734950751e-01,-5.682827245662485094e-01,1.231504320207198901e+02,2.438389552033054741e+01
9.481896379275855935e-02,-7.257395672657811492e-01,-5.549801499990890674e-01,1.231504320207198901e+02,2.437715549611546351e+01
9.485897179435888449e-02,-7.083212897420887444e-01,-5.416602227016920068e-01,1.231504320207198901e+02,2.436911191903888607e+01
9.489897979595920963e-02,-6.908841265918392871e-01,-5.283258533808307122e-01,1.231504320207198901e+02,2.435976863173264562e+01
9.493898779755952089e-02,-6.734318685672611160e-01,-5.149799408618345176e-01,1.231504320207198901e+02,2.434912953958150084e+01
9.497899579915984603e-02,-6.559682901364525254e-01,-5.016253715173997207e-01,1.231504320207198901e+02,2.433719861033011256e+01
9.501900380076017116e-02,-6.384971487439252691e-01,-4.882650187021189137e-01,1.231504320207198901e+02,2.432397987368873515e+01
9.505901180236048242e-02,-6.210221840787393255e-01,-4.749017421928171112e-01,1.231504320207198901e+02,2.430947742093764674e+01
9.509901980396080756e-02,-6.035471173503571540e-01,-4.615383876347902148e-01,1.231504320207198901e+02,2.429369540453035370e+01
9.513902780556111882e-02,-5.860756505723337950e-01,-4.481777859940359598e-01,1.231504320207198901e+02,2.427663803769553752e+01
